service_name,status,updated_time
DB,UP,2025-03-19 04:29:00
HTTP,DOWN,2025-03-31 22:47:00
HTTP,UP,2025-05-13 16:38:00
FTP,DOWN,2025-03-31 09:22:00
AUTH,DOWN,2025-05-04 20:09:00
AUTH,DOWN,2025-04-27 20:39:00
HTTP,DOWN,2025-03-15 16:56:00
MAIL,UP,2025-05-05 14:03:00
FTP,DOWN,2025-04-24 01:36:00
HTTP,DOWN,2025-04-15 07:49:00
HTTP,UP,2025-04-10 21:18:00
AUTH,UP,2025-05-10 21:38:00
HTTP,DOWN,2025-05-12 14:03:00
HTTP,UP,2025-04-27 20:44:00
FTP,DOWN,2025-03-16 05:18:00
AUTH,UP,2025-03-27 06:38:00
AUTH,UP,2025-03-13 23:54:00
AUTH,UP,2025-03-31 10:29:00
AUTH,DOWN,2025-03-23 22:18:00
MAIL,UP,2025-03-24 20:57:00
MAIL,UP,2025-03-16 08:35:00
DB,UP,2025-04-10 10:10:00
MAIL,DOWN,2025-03-14 19:25:00
MAIL,UP,2025-04-06 11:01:00
FTP,DOWN,2025-04-30 18:10:00
FTP,UP,2025-04-12 00:26:00
DB,UP,2025-03-26 09:06:00
MAIL,DOWN,2025-03-17 04:02:00
DB,DOWN,2025-04-08 07:59:00
HTTP,UP,2025-03-27 04:32:00
HTTP,DOWN,2025-03-18 09:28:00
FTP,DOWN,2025-05-03 20:38:00
MAIL,UP,2025-04-26 13:52:00
MAIL,DOWN,2025-04-06 04:15:00
FTP,UP,2025-05-04 20:09:00
FTP,UP,2025-04-14 00:39:00
MAIL,UP,2025-04-25 01:00:00
FTP,UP,2025-03-31 05:02:00
DB,UP,2025-03-25 05:54:00
MAIL,DOWN,2025-05-03 13:44:00
HTTP,UP,2025-03-14 22:04:00
AUTH,DOWN,2025-04-05 00:46:00
MAIL,UP,2025-03-14 15:25:00
MAIL,DOWN,2025-05-16 16:49:00
FTP,UP,2025-05-02 18:24:00
HTTP,DOWN,2025-05-12 15:44:00
FTP,DOWN,2025-03-08 09:27:00
AUTH,UP,2025-03-23 18:56:00
HTTP,UP,2025-03-18 07:49:00
DB,DOWN,2025-04-26 15:28:00
DB,DOWN,2025-03-15 23:20:00
MAIL,UP,2025-05-03 07:55:00
FTP,DOWN,2025-04-01 05:28:00
FTP,UP,2025-04-01 21:51:00
FTP,DOWN,2025-03-26 10:30:00
DB,DOWN,2025-04-22 00:13:00
FTP,UP,2025-04-14 09:16:00
MAIL,UP,2025-03-17 21:41:00
HTTP,UP,2025-03-30 16:38:00
FTP,UP,2025-04-26 06:40:00
DB,UP,2025-03-11 03:28:00
MAIL,DOWN,2025-03-12 06:26:00
DB,UP,2025-04-29 22:24:00
FTP,UP,2025-03-23 12:52:00
HTTP,DOWN,2025-04-22 19:18:00
FTP,UP,2025-04-05 07:37:00
MAIL,UP,2025-05-07 00:30:00
FTP,DOWN,2025-04-28 07:59:00
FTP,DOWN,2025-04-18 06:04:00
MAIL,DOWN,2025-03-26 09:53:00
AUTH,DOWN,2025-04-25 01:48:00
AUTH,UP,2025-04-21 07:45:00
MAIL,UP,2025-04-03 16:41:00
HTTP,UP,2025-03-15 20:34:00
MAIL,UP,2025-04-25 05:04:00
DB,DOWN,2025-03-29 23:55:00
AUTH,DOWN,2025-03-15 15:10:00
DB,DOWN,2025-03-20 23:32:00
DB,DOWN,2025-03-08 20:31:00
AUTH,UP,2025-05-03 20:44:00
AUTH,DOWN,2025-03-19 06:14:00
MAIL,DOWN,2025-05-06 20:20:00
FTP,DOWN,2025-03-25 07:47:00
MAIL,DOWN,2025-05-14 17:49:00
HTTP,UP,2025-03-23 17:09:00
DB,UP,2025-04-09 12:42:00
AUTH,UP,2025-04-25 20:48:00
DB,DOWN,2025-03-17 06:00:00
HTTP,DOWN,2025-04-14 11:20:00
DB,DOWN,2025-04-16 01:21:00
DB,UP,2025-04-08 15:30:00
DB,UP,2025-04-17 02:23:00
DB,UP,2025-03-19 13:40:00
HTTP,UP,2025-05-02 08:05:00
MAIL,UP,2025-04-12 06:10:00
AUTH,DOWN,2025-04-30 07:47:00
FTP,DOWN,2025-04-08 02:48:00
HTTP,DOWN,2025-03-31 22:26:00
FTP,UP,2025-03-11 21:55:00
MAIL,UP,2025-03-17 16:18:00
AUTH,UP,2025-04-10 14:28:00
AUTH,UP,2025-04-30 05:53:00
AUTH,UP,2025-04-07 01:01:00
MAIL,UP,2025-04-17 01:40:00
DB,DOWN,2025-03-26 19:16:00
DB,UP,2025-04-13 08:59:00
FTP,DOWN,2025-03-12 10:37:00
DB,UP,2025-04-14 13:34:00
AUTH,UP,2025-04-12 06:05:00
AUTH,UP,2025-04-30 13:22:00
DB,UP,2025-04-16 01:54:00
DB,UP,2025-03-24 21:03:00
HTTP,UP,2025-04-26 15:55:00
HTTP,UP,2025-03-27 17:09:00
DB,DOWN,2025-04-23 12:53:00
DB,UP,2025-04-18 23:13:00
MAIL,UP,2025-03-14 02:51:00
FTP,DOWN,2025-05-08 05:36:00
FTP,UP,2025-03-19 05:40:00
HTTP,UP,2025-04-04 11:47:00
DB,UP,2025-04-17 08:02:00
MAIL,DOWN,2025-04-22 05:31:00
AUTH,DOWN,2025-04-30 15:04:00
MAIL,UP,2025-05-06 02:11:00
AUTH,DOWN,2025-04-03 19:30:00
FTP,UP,2025-04-18 17:17:00
FTP,UP,2025-05-10 02:36:00
DB,UP,2025-05-02 14:06:00
HTTP,UP,2025-05-05 12:17:00
AUTH,UP,2025-03-13 09:41:00
FTP,DOWN,2025-05-08 20:17:00
HTTP,DOWN,2025-05-12 15:26:00
DB,UP,2025-04-05 13:24:00
MAIL,UP,2025-04-04 15:33:00
AUTH,UP,2025-05-11 08:26:00
HTTP,UP,2025-03-22 22:07:00
HTTP,UP,2025-04-04 11:52:00
DB,DOWN,2025-05-03 03:48:00
FTP,DOWN,2025-04-07 19:25:00
HTTP,UP,2025-05-03 00:34:00
DB,DOWN,2025-03-08 23:45:00
HTTP,UP,2025-04-22 08:45:00
DB,DOWN,2025-03-21 20:55:00
DB,DOWN,2025-03-20 07:19:00
FTP,DOWN,2025-03-08 20:34:00
HTTP,UP,2025-03-24 10:45:00
FTP,DOWN,2025-03-30 05:07:00
MAIL,UP,2025-05-12 08:43:00
FTP,DOWN,2025-04-17 23:05:00
AUTH,DOWN,2025-03-27 09:00:00
HTTP,UP,2025-03-19 12:00:00
HTTP,DOWN,2025-03-22 02:03:00
DB,DOWN,2025-05-15 02:00:00
FTP,DOWN,2025-05-03 00:13:00
HTTP,UP,2025-04-05 03:36:00
AUTH,UP,2025-04-15 10:53:00
DB,DOWN,2025-03-25 04:23:00
HTTP,UP,2025-05-09 02:29:00
MAIL,DOWN,2025-04-19 01:27:00
HTTP,UP,2025-03-26 09:21:00
MAIL,UP,2025-03-23 15:31:00
HTTP,UP,2025-03-26 10:01:00
AUTH,UP,2025-04-22 14:49:00
MAIL,DOWN,2025-04-12 20:36:00
DB,UP,2025-05-02 12:52:00
FTP,DOWN,2025-03-12 13:23:00
HTTP,DOWN,2025-04-13 20:32:00
FTP,UP,2025-04-01 14:45:00
MAIL,UP,2025-05-14 08:29:00
HTTP,DOWN,2025-03-29 19:15:00
HTTP,DOWN,2025-04-18 05:27:00
FTP,UP,2025-05-05 15:22:00
FTP,DOWN,2025-03-21 09:04:00
HTTP,UP,2025-03-31 12:47:00
HTTP,UP,2025-03-12 16:39:00
MAIL,DOWN,2025-05-07 22:18:00
AUTH,UP,2025-03-12 19:45:00
HTTP,DOWN,2025-05-10 19:34:00
DB,DOWN,2025-04-24 03:10:00
FTP,DOWN,2025-04-26 17:56:00
HTTP,DOWN,2025-03-22 03:31:00
FTP,DOWN,2025-04-27 15:16:00
FTP,UP,2025-04-06 12:50:00
AUTH,DOWN,2025-05-01 16:47:00
AUTH,UP,2025-03-22 09:16:00
HTTP,UP,2025-03-17 21:54:00
DB,UP,2025-03-09 10:18:00
AUTH,DOWN,2025-04-27 14:20:00
AUTH,DOWN,2025-04-20 08:27:00
MAIL,UP,2025-04-28 07:36:00
MAIL,DOWN,2025-04-12 14:39:00
AUTH,DOWN,2025-04-08 07:16:00
MAIL,DOWN,2025-04-27 10:35:00
FTP,DOWN,2025-03-13 21:39:00
AUTH,DOWN,2025-04-18 20:10:00
MAIL,DOWN,2025-04-02 11:37:00
MAIL,UP,2025-05-10 20:07:00
MAIL,DOWN,2025-04-23 22:43:00
AUTH,DOWN,2025-03-20 08:28:00
HTTP,DOWN,2025-03-12 22:55:00
FTP,DOWN,2025-03-15 04:33:00
AUTH,UP,2025-03-08 23:43:00
FTP,DOWN,2025-03-20 09:36:00
HTTP,UP,2025-03-26 05:32:00
MAIL,DOWN,2025-05-10 05:16:00
FTP,DOWN,2025-04-30 22:21:00
AUTH,UP,2025-04-01 21:16:00
FTP,DOWN,2025-03-17 09:53:00
DB,DOWN,2025-05-13 02:42:00
DB,DOWN,2025-03-25 04:22:00
MAIL,UP,2025-04-22 11:49:00
MAIL,DOWN,2025-04-28 13:31:00
DB,DOWN,2025-04-08 10:27:00
AUTH,DOWN,2025-03-30 19:00:00
FTP,DOWN,2025-04-25 16:23:00
MAIL,DOWN,2025-03-25 03:44:00
MAIL,DOWN,2025-05-10 21:51:00
HTTP,DOWN,2025-03-09 12:24:00
FTP,UP,2025-04-10 06:20:00
DB,UP,2025-04-21 04:01:00
FTP,DOWN,2025-04-17 02:06:00
MAIL,UP,2025-03-27 05:40:00
MAIL,DOWN,2025-05-14 16:19:00
DB,DOWN,2025-04-03 13:22:00
HTTP,DOWN,2025-04-22 13:49:00
AUTH,UP,2025-05-05 10:51:00
DB,UP,2025-03-09 09:13:00
DB,UP,2025-05-02 22:46:00
HTTP,DOWN,2025-03-17 06:31:00
MAIL,DOWN,2025-03-28 00:35:00
HTTP,UP,2025-03-20 19:27:00
AUTH,UP,2025-04-11 11:04:00
MAIL,UP,2025-04-19 22:59:00
MAIL,UP,2025-03-22 15:58:00
FTP,UP,2025-05-03 20:59:00
HTTP,DOWN,2025-04-16 06:45:00
MAIL,UP,2025-04-08 12:22:00
MAIL,DOWN,2025-03-14 08:01:00
HTTP,DOWN,2025-03-14 04:17:00
HTTP,DOWN,2025-05-13 19:38:00
MAIL,UP,2025-04-28 20:26:00
HTTP,DOWN,2025-03-27 16:54:00
AUTH,UP,2025-03-21 03:53:00
DB,UP,2025-04-08 20:22:00
MAIL,UP,2025-03-10 04:19:00
FTP,DOWN,2025-04-22 20:15:00
FTP,UP,2025-03-30 16:40:00
FTP,UP,2025-05-14 15:49:00
FTP,DOWN,2025-04-28 00:31:00
AUTH,DOWN,2025-05-09 07:00:00
AUTH,UP,2025-03-09 08:38:00
DB,UP,2025-03-24 05:56:00
DB,DOWN,2025-04-21 21:09:00
FTP,DOWN,2025-05-15 17:05:00
AUTH,DOWN,2025-04-28 11:25:00
DB,DOWN,2025-03-23 22:46:00
HTTP,DOWN,2025-04-17 04:14:00
DB,DOWN,2025-05-05 02:25:00
FTP,UP,2025-05-05 21:49:00
DB,DOWN,2025-03-20 16:16:00
AUTH,UP,2025-03-26 14:30:00
AUTH,DOWN,2025-04-23 01:43:00
MAIL,UP,2025-04-23 02:06:00
DB,DOWN,2025-04-29 08:12:00
AUTH,DOWN,2025-03-21 01:17:00
DB,UP,2025-04-17 12:00:00
FTP,UP,2025-04-18 08:28:00
HTTP,DOWN,2025-05-09 07:14:00
AUTH,UP,2025-03-31 18:32:00
FTP,DOWN,2025-05-12 21:17:00
AUTH,UP,2025-03-27 03:50:00
HTTP,UP,2025-03-29 08:41:00
AUTH,DOWN,2025-03-11 20:52:00
DB,UP,2025-03-28 15:19:00
AUTH,UP,2025-03-25 22:03:00
AUTH,UP,2025-03-16 09:57:00
HTTP,DOWN,2025-03-20 13:18:00
DB,UP,2025-03-24 10:46:00
FTP,UP,2025-04-05 13:25:00
HTTP,DOWN,2025-04-19 21:52:00
AUTH,DOWN,2025-03-12 03:44:00
FTP,UP,2025-04-19 09:41:00
AUTH,DOWN,2025-04-04 05:51:00
AUTH,UP,2025-03-10 01:49:00
MAIL,DOWN,2025-04-11 07:26:00
FTP,DOWN,2025-04-30 10:57:00
HTTP,DOWN,2025-05-13 00:05:00
FTP,DOWN,2025-04-16 13:01:00
MAIL,DOWN,2025-04-26 17:36:00
DB,DOWN,2025-04-15 10:37:00
MAIL,DOWN,2025-05-02 11:49:00
DB,UP,2025-04-05 04:17:00
HTTP,UP,2025-04-26 03:55:00
MAIL,UP,2025-04-05 23:37:00
DB,DOWN,2025-03-25 22:24:00
AUTH,DOWN,2025-04-23 04:07:00
DB,UP,2025-05-10 06:57:00
FTP,UP,2025-04-23 18:11:00
AUTH,UP,2025-04-07 09:13:00
MAIL,UP,2025-04-05 09:50:00
MAIL,DOWN,2025-04-23 01:41:00
HTTP,DOWN,2025-04-15 16:37:00
FTP,UP,2025-04-14 16:11:00
HTTP,UP,2025-04-06 18:31:00
HTTP,UP,2025-04-24 08:35:00
DB,UP,2025-05-11 07:16:00
HTTP,DOWN,2025-03-23 02:21:00
HTTP,DOWN,2025-05-03 09:36:00
MAIL,UP,2025-05-13 06:32:00
FTP,UP,2025-04-16 11:54:00
DB,DOWN,2025-04-06 10:54:00
MAIL,DOWN,2025-03-20 21:40:00
FTP,UP,2025-05-07 16:29:00
AUTH,UP,2025-04-09 21:00:00
MAIL,DOWN,2025-03-26 04:35:00
AUTH,DOWN,2025-05-11 14:57:00
HTTP,UP,2025-05-11 13:31:00
HTTP,UP,2025-04-27 09:31:00
DB,UP,2025-04-09 09:47:00
AUTH,DOWN,2025-05-08 01:20:00
FTP,DOWN,2025-04-21 05:46:00
MAIL,DOWN,2025-05-04 11:23:00
MAIL,DOWN,2025-03-20 09:19:00
MAIL,DOWN,2025-04-03 18:09:00
DB,UP,2025-05-11 09:27:00
DB,UP,2025-05-09 00:34:00
DB,UP,2025-05-07 07:05:00
MAIL,UP,2025-03-16 10:00:00
FTP,UP,2025-05-09 04:14:00
MAIL,UP,2025-04-27 09:06:00
AUTH,UP,2025-05-02 01:30:00
FTP,UP,2025-04-27 19:30:00
DB,DOWN,2025-04-14 20:18:00
DB,UP,2025-05-01 15:46:00
FTP,DOWN,2025-03-19 09:33:00
HTTP,DOWN,2025-03-12 02:19:00
FTP,UP,2025-03-15 05:12:00
DB,DOWN,2025-03-10 02:40:00
FTP,DOWN,2025-03-11 13:10:00
HTTP,UP,2025-04-24 16:31:00
AUTH,UP,2025-05-12 07:52:00
DB,UP,2025-05-04 09:26:00
AUTH,UP,2025-04-14 17:13:00
DB,UP,2025-04-01 09:22:00
MAIL,DOWN,2025-03-22 05:51:00
MAIL,DOWN,2025-04-15 04:10:00
AUTH,DOWN,2025-03-31 20:12:00
HTTP,DOWN,2025-04-29 12:27:00
FTP,UP,2025-03-13 23:52:00
MAIL,DOWN,2025-03-23 05:34:00
FTP,UP,2025-04-15 04:12:00
AUTH,DOWN,2025-05-07 21:40:00
HTTP,UP,2025-05-03 01:42:00
DB,DOWN,2025-05-04 22:56:00
HTTP,UP,2025-05-14 10:30:00
MAIL,DOWN,2025-04-27 01:16:00
AUTH,DOWN,2025-03-17 22:36:00
DB,UP,2025-03-16 23:04:00
DB,DOWN,2025-04-04 01:27:00
MAIL,DOWN,2025-03-30 11:09:00
HTTP,UP,2025-04-24 21:41:00
AUTH,DOWN,2025-05-15 02:49:00
HTTP,UP,2025-03-14 15:41:00
MAIL,DOWN,2025-04-16 00:01:00
AUTH,UP,2025-04-06 14:03:00
MAIL,DOWN,2025-03-27 21:50:00
FTP,UP,2025-05-07 15:07:00
DB,DOWN,2025-05-06 06:09:00
MAIL,DOWN,2025-05-09 20:49:00
HTTP,DOWN,2025-04-28 22:52:00
MAIL,DOWN,2025-03-28 01:00:00
AUTH,DOWN,2025-03-31 02:12:00
DB,UP,2025-04-25 04:45:00
AUTH,DOWN,2025-03-20 12:12:00
FTP,DOWN,2025-05-12 17:39:00
MAIL,UP,2025-05-01 17:13:00
MAIL,DOWN,2025-04-06 15:32:00
FTP,UP,2025-04-17 20:48:00
FTP,UP,2025-05-02 11:01:00
FTP,UP,2025-04-07 05:28:00
DB,DOWN,2025-04-12 04:31:00
DB,UP,2025-04-28 09:34:00
DB,DOWN,2025-03-31 22:14:00
DB,DOWN,2025-05-01 20:15:00
FTP,DOWN,2025-04-17 11:41:00
DB,UP,2025-03-12 02:40:00
HTTP,UP,2025-04-19 16:26:00
AUTH,DOWN,2025-04-13 17:53:00
AUTH,DOWN,2025-03-27 00:16:00
DB,DOWN,2025-03-21 15:44:00
AUTH,UP,2025-04-29 04:13:00
AUTH,DOWN,2025-04-09 23:41:00
AUTH,UP,2025-04-30 11:14:00
DB,UP,2025-04-28 07:45:00
MAIL,DOWN,2025-04-06 20:26:00
FTP,DOWN,2025-04-17 07:16:00
MAIL,DOWN,2025-03-21 06:57:00
FTP,DOWN,2025-04-18 22:01:00
MAIL,DOWN,2025-04-20 07:09:00
FTP,UP,2025-04-11 12:33:00
FTP,UP,2025-04-01 10:18:00
HTTP,UP,2025-03-27 15:37:00
MAIL,UP,2025-04-14 17:41:00
HTTP,UP,2025-05-02 12:17:00
DB,UP,2025-05-16 08:41:00
DB,DOWN,2025-04-07 08:39:00
DB,DOWN,2025-04-10 04:37:00
DB,UP,2025-04-25 13:57:00
AUTH,DOWN,2025-05-16 03:47:00
FTP,UP,2025-05-14 06:33:00
FTP,DOWN,2025-05-12 11:57:00
DB,DOWN,2025-04-12 11:33:00
DB,DOWN,2025-03-23 10:19:00
MAIL,UP,2025-04-02 08:27:00
HTTP,UP,2025-04-12 14:48:00
DB,DOWN,2025-04-16 07:23:00
FTP,DOWN,2025-04-30 08:54:00
AUTH,UP,2025-04-10 00:49:00
MAIL,DOWN,2025-05-10 11:03:00
DB,DOWN,2025-05-04 15:09:00
HTTP,DOWN,2025-03-09 12:18:00
DB,UP,2025-04-21 06:08:00
AUTH,UP,2025-03-16 08:00:00
HTTP,DOWN,2025-03-12 10:07:00
MAIL,UP,2025-03-26 08:15:00
AUTH,DOWN,2025-03-28 02:31:00
MAIL,UP,2025-05-15 20:51:00
MAIL,DOWN,2025-04-01 08:57:00
HTTP,DOWN,2025-03-25 21:19:00
AUTH,UP,2025-03-14 18:04:00
HTTP,UP,2025-05-02 10:52:00
AUTH,DOWN,2025-05-13 19:29:00
DB,DOWN,2025-04-24 17:01:00
AUTH,UP,2025-03-16 07:28:00
FTP,DOWN,2025-05-06 22:24:00
FTP,UP,2025-04-18 13:18:00
MAIL,UP,2025-04-30 07:09:00
AUTH,UP,2025-05-14 23:51:00
FTP,DOWN,2025-03-20 06:31:00
MAIL,UP,2025-04-05 02:05:00
DB,DOWN,2025-04-03 03:02:00
MAIL,UP,2025-03-21 14:31:00
DB,UP,2025-03-16 01:03:00
FTP,UP,2025-04-24 14:13:00
FTP,UP,2025-03-19 04:43:00
HTTP,DOWN,2025-05-14 03:59:00
FTP,DOWN,2025-04-19 05:07:00
MAIL,DOWN,2025-03-12 22:19:00
AUTH,DOWN,2025-04-01 06:48:00
MAIL,DOWN,2025-05-11 12:06:00
AUTH,DOWN,2025-05-05 06:26:00
AUTH,UP,2025-04-11 12:34:00
DB,UP,2025-04-23 15:26:00
MAIL,UP,2025-05-11 16:13:00
AUTH,DOWN,2025-05-09 11:46:00
AUTH,UP,2025-05-03 13:14:00
FTP,UP,2025-05-05 05:28:00
DB,UP,2025-05-01 00:19:00
HTTP,DOWN,2025-04-22 19:32:00
DB,DOWN,2025-03-19 09:15:00
AUTH,DOWN,2025-04-13 19:05:00
DB,DOWN,2025-04-27 19:26:00
DB,UP,2025-04-07 13:54:00
MAIL,DOWN,2025-04-26 00:14:00
FTP,UP,2025-04-14 05:06:00
FTP,DOWN,2025-04-16 02:11:00
HTTP,UP,2025-05-07 18:43:00
MAIL,UP,2025-03-31 09:43:00
MAIL,DOWN,2025-03-18 23:24:00
MAIL,UP,2025-03-11 11:35:00
FTP,DOWN,2025-04-18 03:19:00
MAIL,DOWN,2025-04-17 14:12:00
HTTP,UP,2025-04-19 03:29:00
HTTP,UP,2025-03-17 05:13:00
FTP,UP,2025-05-09 00:10:00
MAIL,UP,2025-03-24 02:22:00
FTP,DOWN,2025-04-22 03:25:00
MAIL,DOWN,2025-04-26 12:00:00
HTTP,DOWN,2025-03-10 15:37:00
HTTP,UP,2025-05-01 16:05:00
HTTP,UP,2025-03-30 11:31:00
AUTH,UP,2025-03-11 22:09:00
HTTP,UP,2025-04-10 04:35:00
AUTH,UP,2025-05-02 14:44:00
AUTH,DOWN,2025-03-13 11:09:00
DB,DOWN,2025-05-02 00:39:00
DB,UP,2025-04-28 11:43:00
DB,DOWN,2025-03-11 08:25:00
DB,DOWN,2025-03-17 04:24:00
DB,UP,2025-03-30 11:12:00
MAIL,DOWN,2025-03-11 11:49:00
AUTH,DOWN,2025-05-02 19:57:00
DB,DOWN,2025-03-30 14:58:00
FTP,DOWN,2025-04-23 13:57:00
AUTH,UP,2025-04-20 10:38:00
DB,DOWN,2025-04-01 01:59:00
MAIL,UP,2025-03-09 18:26:00
FTP,DOWN,2025-03-26 13:54:00
FTP,UP,2025-03-28 13:02:00
DB,UP,2025-04-16 20:15:00
AUTH,UP,2025-05-04 10:17:00
MAIL,DOWN,2025-05-13 23:58:00
AUTH,DOWN,2025-04-20 13:10:00
MAIL,DOWN,2025-05-05 21:21:00
MAIL,DOWN,2025-04-21 09:20:00
MAIL,DOWN,2025-03-10 17:02:00
HTTP,DOWN,2025-03-30 13:51:00
MAIL,DOWN,2025-04-15 17:24:00
DB,DOWN,2025-05-13 23:46:00
FTP,UP,2025-04-29 02:39:00
AUTH,UP,2025-03-18 17:47:00
MAIL,UP,2025-03-10 05:15:00
MAIL,DOWN,2025-03-12 17:16:00
AUTH,DOWN,2025-05-16 16:17:00
HTTP,DOWN,2025-04-05 02:33:00
HTTP,UP,2025-04-06 07:51:00
HTTP,UP,2025-03-20 15:41:00
AUTH,UP,2025-03-27 06:33:00
MAIL,DOWN,2025-05-11 14:16:00
FTP,DOWN,2025-05-01 02:12:00
AUTH,DOWN,2025-03-15 09:52:00
HTTP,DOWN,2025-04-18 05:01:00
AUTH,UP,2025-04-22 03:37:00
MAIL,DOWN,2025-05-10 00:44:00
DB,UP,2025-04-04 08:48:00
DB,DOWN,2025-03-31 20:13:00
HTTP,DOWN,2025-03-31 06:00:00
FTP,UP,2025-04-13 03:54:00
AUTH,DOWN,2025-04-13 13:19:00
AUTH,UP,2025-04-09 09:30:00
HTTP,DOWN,2025-04-08 07:52:00
MAIL,DOWN,2025-04-21 22:13:00
AUTH,UP,2025-03-27 04:46:00
DB,UP,2025-03-25 05:13:00
MAIL,UP,2025-04-26 07:02:00
HTTP,UP,2025-04-14 10:32:00
HTTP,UP,2025-03-09 15:36:00
MAIL,UP,2025-03-25 19:51:00
DB,UP,2025-04-30 10:58:00
AUTH,DOWN,2025-05-02 17:16:00
FTP,DOWN,2025-04-14 19:19:00
HTTP,UP,2025-03-13 07:12:00
DB,UP,2025-03-26 06:10:00
DB,UP,2025-05-05 19:05:00
AUTH,DOWN,2025-04-20 20:06:00
FTP,UP,2025-03-12 02:44:00
FTP,DOWN,2025-05-04 00:12:00
DB,DOWN,2025-05-14 18:24:00
MAIL,DOWN,2025-04-16 00:51:00
HTTP,UP,2025-03-15 23:17:00
FTP,DOWN,2025-03-14 17:23:00
DB,DOWN,2025-05-10 17:42:00
DB,DOWN,2025-04-05 11:06:00
HTTP,DOWN,2025-05-01 08:50:00
AUTH,DOWN,2025-05-15 17:31:00
FTP,UP,2025-03-12 05:36:00
FTP,DOWN,2025-04-23 11:50:00
FTP,DOWN,2025-04-08 22:49:00
MAIL,UP,2025-03-28 07:18:00
HTTP,DOWN,2025-04-13 07:08:00
MAIL,DOWN,2025-03-25 09:18:00
MAIL,UP,2025-03-29 01:35:00
FTP,UP,2025-05-09 23:45:00
DB,DOWN,2025-04-12 04:25:00
AUTH,UP,2025-04-29 15:12:00
AUTH,DOWN,2025-04-16 09:36:00
DB,UP,2025-03-30 15:48:00
MAIL,DOWN,2025-04-01 11:44:00
HTTP,UP,2025-05-12 16:24:00
FTP,DOWN,2025-04-01 17:12:00
MAIL,UP,2025-05-09 03:16:00
FTP,DOWN,2025-04-20 14:22:00
HTTP,UP,2025-04-03 05:26:00
HTTP,UP,2025-03-17 22:45:00
AUTH,DOWN,2025-03-16 04:59:00
HTTP,DOWN,2025-04-07 03:15:00
AUTH,DOWN,2025-03-31 20:45:00
FTP,DOWN,2025-04-03 02:59:00
AUTH,DOWN,2025-04-24 09:17:00
HTTP,UP,2025-03-27 01:24:00
DB,DOWN,2025-04-15 04:13:00
FTP,UP,2025-03-31 00:57:00
HTTP,UP,2025-05-02 08:23:00
MAIL,UP,2025-03-14 11:35:00
AUTH,UP,2025-04-22 15:25:00
MAIL,UP,2025-04-23 01:48:00
FTP,DOWN,2025-04-27 04:06:00
MAIL,UP,2025-04-20 00:46:00
FTP,DOWN,2025-05-01 12:16:00
DB,DOWN,2025-03-31 17:27:00
HTTP,DOWN,2025-03-19 11:59:00
MAIL,DOWN,2025-03-19 20:24:00
AUTH,DOWN,2025-04-17 01:10:00
FTP,DOWN,2025-05-05 04:49:00
DB,DOWN,2025-04-18 05:05:00
DB,UP,2025-05-03 09:02:00
FTP,DOWN,2025-05-01 04:39:00
DB,UP,2025-05-13 09:51:00
HTTP,UP,2025-05-10 17:06:00
HTTP,UP,2025-03-20 16:48:00
DB,DOWN,2025-04-19 14:54:00
HTTP,UP,2025-04-23 08:27:00
FTP,DOWN,2025-04-03 22:56:00
FTP,UP,2025-03-23 20:39:00
DB,DOWN,2025-03-19 10:18:00
DB,UP,2025-04-14 02:27:00
DB,UP,2025-03-31 23:44:00
MAIL,DOWN,2025-04-20 16:45:00
HTTP,DOWN,2025-03-25 16:24:00
MAIL,UP,2025-04-07 07:42:00
HTTP,UP,2025-05-15 02:25:00
AUTH,UP,2025-03-13 10:08:00
HTTP,DOWN,2025-04-12 06:28:00
HTTP,DOWN,2025-05-01 12:42:00
HTTP,DOWN,2025-03-22 13:37:00
MAIL,DOWN,2025-03-25 15:34:00
HTTP,UP,2025-03-13 05:31:00
DB,DOWN,2025-05-16 07:31:00
HTTP,DOWN,2025-03-11 09:19:00
MAIL,UP,2025-05-07 14:29:00
HTTP,DOWN,2025-03-20 16:47:00
MAIL,DOWN,2025-04-29 00:13:00
MAIL,DOWN,2025-04-25 01:39:00
MAIL,DOWN,2025-03-19 23:47:00
AUTH,UP,2025-04-08 15:46:00
DB,UP,2025-05-02 11:03:00
DB,DOWN,2025-03-22 21:22:00
HTTP,UP,2025-05-04 09:35:00
FTP,UP,2025-03-23 04:12:00
AUTH,UP,2025-03-14 12:07:00
DB,DOWN,2025-03-28 04:02:00
HTTP,DOWN,2025-04-18 00:57:00
HTTP,UP,2025-03-26 20:54:00
FTP,UP,2025-04-04 10:59:00
MAIL,DOWN,2025-04-23 16:15:00
FTP,UP,2025-05-15 10:43:00
MAIL,UP,2025-03-29 06:17:00
MAIL,DOWN,2025-03-16 08:02:00
AUTH,UP,2025-05-13 18:51:00
HTTP,DOWN,2025-04-09 12:34:00
HTTP,DOWN,2025-04-28 02:15:00
AUTH,UP,2025-04-21 04:51:00
DB,DOWN,2025-04-09 03:03:00
DB,UP,2025-04-10 01:43:00
HTTP,UP,2025-03-19 11:33:00
FTP,DOWN,2025-05-13 03:17:00
DB,UP,2025-05-01 05:58:00
AUTH,UP,2025-04-03 03:07:00
DB,DOWN,2025-05-08 13:33:00
MAIL,DOWN,2025-03-18 08:59:00
MAIL,DOWN,2025-03-20 17:11:00
HTTP,UP,2025-04-09 03:11:00
MAIL,UP,2025-03-14 17:28:00
